animeID, request_cached, title, title_english, title_japanese,         title_synonyms, image_url, type, source, episodes, status, airing, aired,         duration, rating, score, scored_by, rank, popularity, members, favorites,         background, premiered, broadcast, related, producer, licensor, studio,         genre, opening_theme, ending_theme
13715,True,Kennel Tokorozawa,,ケンネル所沢,[],https://cdn.myanimelist.net/images/anime/8/38063.jpg,OVA,Manga,1,Finished Airing,False,"{'from': '1992-02-21T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 21, 'month': 2, 'year': 1992}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Feb 21, 1992'}",33 min,R+ - Mild Nudity,4.3,743,10627,9317,1483,7,None,,,"{'Adaptation': [{'mal_id': 98107, 'type': 'manga', 'name': 'Kennel Tokorozawa', 'url': 'https://myanimelist.net/manga/98107/Kennel_Tokorozawa'}]}","[{'mal_id': 169, 'type': 'anime', 'name': 'Fuji TV', 'url': 'https://myanimelist.net/anime/producer/169/Fuji_TV'}, {'mal_id': 326, 'type': 'anime', 'name': 'Animation 21', 'url': 'https://myanimelist.net/anime/producer/326/Animation_21'}]",[],[],"[{'mal_id': 9, 'type': 'anime', 'name': 'Ecchi', 'url': 'https://myanimelist.net/anime/genre/9/Ecchi'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 23, 'type': 'anime', 'name': 'School', 'url': 'https://myanimelist.net/anime/genre/23/School'}]",[],[]
13727,True,Rinne no Lagrange: Kamogawa Days,Lagrange: The Flower of Rin-ne – Kamogawa Days,輪廻のラグランジェ 鴨川デイズ,"['Flower declaration of your heart: Kamogawa Days', 'Lag-Rin: Kamogawa Days']",https://cdn.myanimelist.net/images/anime/10/38259.jpg,OVA,Original,1,Finished Airing,False,"{'from': '2012-06-23T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 23, 'month': 6, 'year': 2012}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Jun 23, 2012'}",43 min,PG-13 - Teens 13 or older,6.81,3018,4339,5230,7762,3,None,,,"{'Adaptation': [{'mal_id': 54413, 'type': 'manga', 'name': 'Rinne no Lagrange', 'url': 'https://myanimelist.net/manga/54413/Rinne_no_Lagrange'}], 'Prequel': [{'mal_id': 11227, 'type': 'anime', 'name': 'Rinne no Lagrange', 'url': 'https://myanimelist.net/anime/11227/Rinne_no_Lagrange'}], 'Sequel': [{'mal_id': 12281, 'type': 'anime', 'name': 'Rinne no Lagrange Season 2', 'url': 'https://myanimelist.net/anime/12281/Rinne_no_Lagrange_Season_2'}]}","[{'mal_id': 10, 'type': 'anime', 'name': 'Production I.G', 'url': 'https://myanimelist.net/anime/producer/10/Production_IG'}, {'mal_id': 23, 'type': 'anime', 'name': 'Bandai Visual', 'url': 'https://myanimelist.net/anime/producer/23/Bandai_Visual'}, {'mal_id': 76, 'type': 'anime', 'name': 'Yomiuri Telecasting', 'url': 'https://myanimelist.net/anime/producer/76/Yomiuri_Telecasting'}, {'mal_id': 464, 'type': 'anime', 'name': 'flying DOG', 'url': 'https://myanimelist.net/anime/producer/464/flying_DOG'}]","[{'mal_id': 119, 'type': 'anime', 'name': 'Viz Media', 'url': 'https://myanimelist.net/anime/producer/119/Viz_Media'}]","[{'mal_id': 27, 'type': 'anime', 'name': 'Xebec', 'url': 'https://myanimelist.net/anime/producer/27/Xebec'}]","[{'mal_id': 36, 'type': 'anime', 'name': 'Slice of Life', 'url': 'https://myanimelist.net/anime/genre/36/Slice_of_Life'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 23, 'type': 'anime', 'name': 'School', 'url': 'https://myanimelist.net/anime/genre/23/School'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]","['""TRY Unite!"" by Megumi Nakajima']","['""Hello!"" by Megumi Nakajima']"
13731,True,Koukyoushihen Eureka Seven: New Order,,交響詩篇エウレカセブン第51話「ニュー・オーダー」,['Eureka Seven Episode 51'],https://cdn.myanimelist.net/images/anime/7/38107.jpg,Special,Original,1,Finished Airing,False,"{'from': '2012-04-06T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 6, 'month': 4, 'year': 2012}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Apr 6, 2012'}",24 min,PG-13 - Teens 13 or older,6.63,3108,5199,5033,8521,2,None,,,"{'Adaptation': [{'mal_id': 48977, 'type': 'manga', 'name': 'Koukyoushihen Eureka seveN: New Order', 'url': 'https://myanimelist.net/manga/48977/Koukyoushihen_Eureka_seveN__New_Order'}], 'Full story': [{'mal_id': 237, 'type': 'anime', 'name': 'Koukyoushihen Eureka Seven', 'url': 'https://myanimelist.net/anime/237/Koukyoushihen_Eureka_Seven'}]}",[],[],"[{'mal_id': 4, 'type': 'anime', 'name': 'Bones', 'url': 'https://myanimelist.net/anime/producer/4/Bones'}]","[{'mal_id': 2, 'type': 'anime', 'name': 'Adventure', 'url': 'https://myanimelist.net/anime/genre/2/Adventure'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 18, 'type': 'anime', 'name': 'Mecha', 'url': 'https://myanimelist.net/anime/genre/18/Mecha'}, {'mal_id': 22, 'type': 'anime', 'name': 'Romance', 'url': 'https://myanimelist.net/anime/genre/22/Romance'}, {'mal_id': 24, 'type': 'anime', 'name': 'Sci-Fi', 'url': 'https://myanimelist.net/anime/genre/24/Sci-Fi'}]",[],[]
13755,False,Shanshui Qing,,山水情,"['Shan shui qing', 'Feeling from Mountain and Water']",https://cdn.myanimelist.net/images/anime/1647/92614.jpg,Movie,Unknown,1,Finished Airing,False,"{'from': '1988-01-01T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 1, 'month': 1, 'year': 1988}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': '1988'}",20 min,G - All Ages,6.52,525,5705,9581,1325,19,None,,,{},"[{'mal_id': 471, 'type': 'anime', 'name': 'Shanghai Animation Film Studio', 'url': 'https://myanimelist.net/anime/producer/471/Shanghai_Animation_Film_Studio'}]",[],[],"[{'mal_id': 19, 'type': 'anime', 'name': 'Music', 'url': 'https://myanimelist.net/anime/genre/19/Music'}]",[],[]
13757,True,Mashiro-iro Symphony: The Color of Lovers Picture Drama,Mashiroiro Symphony Picture Drama,ましろ色シンフォニー  -The color of lovers- ピクチャードラマ,"['Mashiro-iro Symphony: The Color of Lovers Special', 'Mashiro-iro Symphony: Love Is Pure White Picture Drama', 'Mashiro-iro Symphony: The Color of Lovers Picture Drama', 'Pure White Symphony Picture Drama']",https://cdn.myanimelist.net/images/anime/9/38265.jpg,Special,Unknown,2,Finished Airing,False,"{'from': '2012-02-22T00:00:00+00:00', 'to': '2012-05-23T00:00:00+00:00', 'prop': {'from': {'day': 22, 'month': 2, 'year': 2012}, 'to': {'day': 23, 'month': 5, 'year': 2012}}, 'string': 'Feb 22, 2012 to May 23, 2012'}",7 min per ep,PG-13 - Teens 13 or older,6.47,2910,5966,5160,8041,4,None,,,"{'Parent story': [{'mal_id': 10397, 'type': 'anime', 'name': 'Mashiro-iro Symphony: The Color of Lovers', 'url': 'https://myanimelist.net/anime/10397/Mashiro-iro_Symphony__The_Color_of_Lovers'}]}",[],[],"[{'mal_id': 32, 'type': 'anime', 'name': 'Manglobe', 'url': 'https://myanimelist.net/anime/producer/32/Manglobe'}]","[{'mal_id': 35, 'type': 'anime', 'name': 'Harem', 'url': 'https://myanimelist.net/anime/genre/35/Harem'}, {'mal_id': 22, 'type': 'anime', 'name': 'Romance', 'url': 'https://myanimelist.net/anime/genre/22/Romance'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}]",[],[]
13759,True,Sakura-sou no Pet na Kanojo,The Pet Girl of Sakurasou,さくら荘のペットな彼女,['Sakurasou no Pet na Kanojo'],https://cdn.myanimelist.net/images/anime/4/43643.jpg,TV,Light novel,24,Finished Airing,False,"{'from': '2012-10-09T00:00:00+00:00', 'to': '2013-03-26T00:00:00+00:00', 'prop': {'from': {'day': 9, 'month': 10, 'year': 2012}, 'to': {'day': 26, 'month': 3, 'year': 2013}}, 'string': 'Oct 9, 2012 to Mar 26, 2013'}",23 min per ep,PG-13 - Teens 13 or older,8.22,466253,289,77,837888,24050,None,Fall 2012,Tuesdays at 00:30 (JST),"{'Adaptation': [{'mal_id': 30051, 'type': 'manga', 'name': 'Sakurasou no Pet na Kanojo', 'url': 'https://myanimelist.net/manga/30051/Sakurasou_no_Pet_na_Kanojo'}]}","[{'mal_id': 61, 'type': 'anime', 'name': 'Frontier Works', 'url': 'https://myanimelist.net/anime/producer/61/Frontier_Works'}, {'mal_id': 79, 'type': 'anime', 'name': 'Genco', 'url': 'https://myanimelist.net/anime/producer/79/Genco'}, {'mal_id': 108, 'type': 'anime', 'name': 'Media Factory', 'url': 'https://myanimelist.net/anime/producer/108/Media_Factory'}, {'mal_id': 140, 'type': 'anime', 'name': 'Animax', 'url': 'https://myanimelist.net/anime/producer/140/Animax'}, {'mal_id': 143, 'type': 'anime', 'name': 'Mainichi Broadcasting System', 'url': 'https://myanimelist.net/anime/producer/143/Mainichi_Broadcasting_System'}, {'mal_id': 681, 'type': 'anime', 'name': 'ASCII Media Works', 'url': 'https://myanimelist.net/anime/producer/681/ASCII_Media_Works'}, {'mal_id': 737, 'type': 'anime', 'name': 'Sony Music Communications', 'url': 'https://myanimelist.net/anime/producer/737/Sony_Music_Communications'}]","[{'mal_id': 376, 'type': 'anime', 'name': 'Sentai Filmworks', 'url': 'https://myanimelist.net/anime/producer/376/Sentai_Filmworks'}]","[{'mal_id': 7, 'type': 'anime', 'name': 'J.C.Staff', 'url': 'https://myanimelist.net/anime/producer/7/JCStaff'}]","[{'mal_id': 36, 'type': 'anime', 'name': 'Slice of Life', 'url': 'https://myanimelist.net/anime/genre/36/Slice_of_Life'}, {'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 22, 'type': 'anime', 'name': 'Romance', 'url': 'https://myanimelist.net/anime/genre/22/Romance'}, {'mal_id': 23, 'type': 'anime', 'name': 'School', 'url': 'https://myanimelist.net/anime/genre/23/School'}]","['#1: ""Kimi ga Yume wo Tsuretekita (君が夢を連れてきた)"" by Pet na Kanojo-tachi (Ai Kayano, Mariko Nakatsu, Natsumi Takamori) (eps 2-10)', '#2: ""Yume no Tsuzuki (夢の続き)"" by Konomi Suzuki (eps 13, 16-22, 24)', '#3: ""I call your name again"" by Nanami Aoyama (Mariko Nakatsu) (ep 14)']","['#1: ""DAYS of DASH"" by Konomi Suzuki (eps 1-12, 24)', '#2: ""Prime number ~Kimi to Deaeru Hi~ (Prime number～君と出会える日～) by Asuka Ookura (大倉明日香) (eps 13-22)', '#3: ""Kyou no Hi wa Sayounara (今日の日はさようなら)"" by Horie Yui, Nakatsu Mariko, Takamori Natsumi, Matsuoka Yoshitsugu,', 'Sakurai Takahiro, Kayano Ai, Kawasumi Ayako, Toyoguchi Megumi (ep 23)']"
13767,True,Junjou Romantica OVA,,純情ロマンチカ,"['Junjyou Romantica OAD', 'Junjou Egoist', 'Junjou Terrorist', 'Junjou Mistake']",https://cdn.myanimelist.net/images/anime/6/60389.jpg,OVA,Manga,2,Finished Airing,False,"{'from': '2012-12-20T00:00:00+00:00', 'to': '2015-12-01T00:00:00+00:00', 'prop': {'from': {'day': 20, 'month': 12, 'year': 2012}, 'to': {'day': 1, 'month': 12, 'year': 2015}}, 'string': 'Dec 20, 2012 to Dec 1, 2015'}",22 min per ep,PG-13 - Teens 13 or older,7.84,19601,740,2408,40989,112,None,,,"{'Adaptation': [{'mal_id': 765, 'type': 'manga', 'name': 'Junjou Romantica', 'url': 'https://myanimelist.net/manga/765/Junjou_Romantica'}], 'Parent story': [{'mal_id': 3092, 'type': 'anime', 'name': 'Junjou Romantica', 'url': 'https://myanimelist.net/anime/3092/Junjou_Romantica'}, {'mal_id': 25649, 'type': 'anime', 'name': 'Junjou Romantica 3', 'url': 'https://myanimelist.net/anime/25649/Junjou_Romantica_3'}]}","[{'mal_id': 113, 'type': 'anime', 'name': 'Kadokawa Shoten', 'url': 'https://myanimelist.net/anime/producer/113/Kadokawa_Shoten'}, {'mal_id': 1293, 'type': 'anime', 'name': 'Romantica club !!', 'url': 'https://myanimelist.net/anime/producer/1293/Romantica_club_'}]",[],"[{'mal_id': 37, 'type': 'anime', 'name': 'Studio Deen', 'url': 'https://myanimelist.net/anime/producer/37/Studio_Deen'}]","[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 8, 'type': 'anime', 'name': 'Drama', 'url': 'https://myanimelist.net/anime/genre/8/Drama'}, {'mal_id': 22, 'type': 'anime', 'name': 'Romance', 'url': 'https://myanimelist.net/anime/genre/22/Romance'}, {'mal_id': 28, 'type': 'anime', 'name': 'Shounen Ai', 'url': 'https://myanimelist.net/anime/genre/28/Shounen_Ai'}]","['""Innocent Graffiti"" by Fo\'xTails (ep 2)']","['""Kawaranai Sora (変わらない空)"" by Luck Life (ラックライフ) (ep 2)']"
13769,False,Kamen no Ninja Akakage,,仮面の忍者赤影,['Red Shadow'],https://cdn.myanimelist.net/images/anime/1969/96438.jpg,TV,Unknown,23,Finished Airing,False,"{'from': '1987-10-13T00:00:00+00:00', 'to': '1988-03-22T00:00:00+00:00', 'prop': {'from': {'day': 13, 'month': 10, 'year': 1987}, 'to': {'day': 22, 'month': 3, 'year': 1988}}, 'string': 'Oct 13, 1987 to Mar 22, 1988'}",23 min per ep,PG-13 - Teens 13 or older,,,14506,11462,573,0,None,Fall 1987,Unknown,{},[],[],"[{'mal_id': 18, 'type': 'anime', 'name': 'Toei Animation', 'url': 'https://myanimelist.net/anime/producer/18/Toei_Animation'}]","[{'mal_id': 1, 'type': 'anime', 'name': 'Action', 'url': 'https://myanimelist.net/anime/genre/1/Action'}, {'mal_id': 10, 'type': 'anime', 'name': 'Fantasy', 'url': 'https://myanimelist.net/anime/genre/10/Fantasy'}]",[],[]
13781,False,Dokkiri Doctor Special,,ドッキリドクター 乙女の(秘)健康診断!!,"[""Dokkiri Doctor: Maidens' Secret Physical Examination!!"", 'Dokkiri Doctor: Otome no Himitsu KenkouShindan!!']",https://cdn.myanimelist.net/images/anime/12/44077.jpg,Special,Manga,1,Finished Airing,False,"{'from': '1999-08-10T00:00:00+00:00', 'to': None, 'prop': {'from': {'day': 10, 'month': 8, 'year': 1999}, 'to': {'day': None, 'month': None, 'year': None}}, 'string': 'Aug 10, 1999'}",25 min,PG-13 - Teens 13 or older,,,13481,13300,282,2,None,,,"{'Parent story': [{'mal_id': 4554, 'type': 'anime', 'name': 'Dokkiri Doctor', 'url': 'https://myanimelist.net/anime/4554/Dokkiri_Doctor'}]}",[],[],"[{'mal_id': 1, 'type': 'anime', 'name': 'Studio Pierrot', 'url': 'https://myanimelist.net/anime/producer/1/Studio_Pierrot'}]","[{'mal_id': 4, 'type': 'anime', 'name': 'Comedy', 'url': 'https://myanimelist.net/anime/genre/4/Comedy'}, {'mal_id': 9, 'type': 'anime', 'name': 'Ecchi', 'url': 'https://myanimelist.net/anime/genre/9/Ecchi'}, {'mal_id': 23, 'type': 'anime', 'name': 'School', 'url': 'https://myanimelist.net/anime/genre/23/School'}]",[],[]
13785,True,Uhou Renka,,雨芳恋歌,[],https://cdn.myanimelist.net/images/anime/6/38809.jpg,OVA,Visual novel,2,Finished Airing,False,"{'from': '2012-06-29T00:00:00+00:00', 'to': '2012-11-30T00:00:00+00:00', 'prop': {'from': {'day': 29, 'month': 6, 'year': 2012}, 'to': {'day': 30, 'month': 11, 'year': 2012}}, 'string': 'Jun 29, 2012 to Nov 30, 2012'}",30 min per ep,Rx - Hentai,6.74,3108,,4893,9206,31,None,,,{},[],[],"[{'mal_id': 365, 'type': 'anime', 'name': 'PoRO', 'url': 'https://myanimelist.net/anime/producer/365/PoRO'}]","[{'mal_id': 12, 'type': 'anime', 'name': 'Hentai', 'url': 'https://myanimelist.net/anime/genre/12/Hentai'}]",[],[]
